Nome,Sobrenome,Data de Nascimento,Idade,Gênero,Curso,Tipo de Logradouro,Logradouro,Número,Cidade,RA,Nota Final,Valor Mensalidade
Juliana,Sales,04/08/1991,33,Feminino,Ciências Econômicas,Rua,Lagoa de Cardoso,87,São José dos Campos,03681953,9,3900
José,Porto,26/08/1998,25,Masculino,Publicidade e Propaganda,Avenida,Vereda de Mendes,8,Santo André,30828797,5,3300
Daniel,Aragão,08/12/1991,32,Masculino,Ciências Contábeis,Estrada,Travessa Borges,54,São José dos Campos,00314636,2,3800
Juliana,Montenegro,07/08/1964,60,Feminino,Ciência da Computação,Viela,Recanto de Abreu,55,Santo André,44714609,2,3900
Claudia,Sousa,01/09/1972,51,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Área Daniel Araújo,19,São José dos Campos,68932450,3,3500
Mateus,Nascimento,19/12/1988,35,Masculino,Análise e Desenvolvimento de Sistemas,Rua,Sítio Sophia Vargas,41,Ribeirão Preto,89126054,10,2200
Camila,Moraes,04/07/1981,43,Feminino,Relações Públicas,Alameda,Estação Jesus,52,Osasco,24517345,5,3100
Rafael,Sampaio,02/03/1984,40,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Alameda de Cirino,3,Campinas,51256138,1,2000
Gabriel,Caldeira,22/07/2003,21,Masculino,Ciências Econômicas,Estrada,Trevo José das Neves,361,São José dos Campos,16938795,9,2600
Claudia,Barbosa,29/05/2001,23,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Fazenda de Novais,26,Campinas,84275088,6,3800
Felipe,Fogaça,06/01/2005,19,Masculino,Publicidade e Propaganda,Alameda,Via de da Luz,7,São Paulo,27514138,10,3700
Gabriel,Albuquerque,19/05/1972,52,Masculino,Ciências Contábeis,Viela,Vale Dias,84,São José dos Campos,56572034,6,3200
Daniel,Novaes,03/10/1977,46,Masculino,Relações Públicas,Estrada,Conjunto Oliveira,97,Santo André,54628025,0,3400
Carlos,Ferreira,18/04/1997,27,Masculino,Ciências Contábeis,Alameda,Loteamento Guerra,75,Santo André,72532229,9,4000
Lucas,da Luz,11/02/1994,30,Masculino,Relações Internacionais,Estrada,Estação de Pacheco,44,Campinas,83263892,1,2300
Juliana,Moura,06/10/1978,45,Feminino,Ciência da Computação,Rua,Recanto Mendonça,269,São José dos Campos,25222803,4,4000
Ana,Ramos,04/04/1969,55,Feminino,Relações Internacionais,Avenida,Parque Jesus,7,Sorocaba,60157764,9,2500
Camila,Novais,27/09/1972,51,Feminino,Ciências Contábeis,Alameda,Esplanada de Azevedo,52,Osasco,65080355,2,3000
Rafael,Siqueira,08/08/1986,38,Masculino,Ciências Econômicas,Rua,Viela de Rocha,50,São Paulo,06401493,0,3400
Vanessa,Alves,02/07/1988,36,Feminino,Publicidade e Propaganda,Rua,Vale Pires,93,São Paulo,21921428,2,3900
Patrícia,da Rosa,16/08/1965,58,Feminino,Ciências Econômicas,Rua,Estação Miguel Vargas,40,São Bernardo do Campo,72352608,9,2100
Pedro,da Rosa,12/08/2002,21,Masculino,Relações Públicas,Estrada,Parque Mendonça,584,Osasco,64210088,9,3600
Maria,Camargo,12/03/1984,40,Feminino,Secretariado,Rua,Núcleo de Rocha,44,Sorocaba,99032000,7,3000
Ana,Nogueira,11/10/1979,44,Feminino,Secretariado,Avenida,Rua Vargas,32,São Bernardo do Campo,44638765,10,3300
Claudia,Mendes,21/05/1971,53,Feminino,Ciências Econômicas,Alameda,Via Helena Lima,36,Ribeirão Preto,18973620,0,3900
Mateus,da Mota,06/07/1975,49,Masculino,Secretariado,Rua,Praia Maitê Sousa,6,São Bernardo do Campo,95541456,9,2400
Fernanda,Carvalho,25/03/2001,23,Feminino,Ciências Contábeis,Viela,Loteamento Brito,6,Santo André,42642478,10,3600
Carlos,Camargo,14/08/1998,25,Masculino,Secretariado,Rua,Fazenda de Aragão,9,Mauá,41469354,1,2200
Lucas,da Cunha,25/02/1989,35,Masculino,Relações Internacionais,Estrada,Vila de Araújo,20,São Paulo,79653561,1,3900
Mateus,Pastor,16/02/1968,56,Masculino,Ciência da Computação,Viela,Lagoa Benjamin Rezende,96,Sorocaba,16562107,2,2800
Beatriz,Fernandes,04/02/1972,52,Feminino,Relações Internacionais,Avenida,Estrada Novaes,181,Osasco,69072344,0,3800
Fernanda,Sá,11/01/1967,57,Feminino,Administração,Viela,Chácara Caroline Almeida,44,Santo André,77028092,7,2600
Ana,Farias,24/04/1980,44,Feminino,Administração,Alameda,Rua Lucca Marques,8,Sorocaba,96527161,6,3800
Luciana,Novais,14/04/1993,31,Feminino,Secretariado,Alameda,Avenida Bianca Brito,9,Campinas,23166521,0,3400
Pedro,Sales,08/02/1994,30,Masculino,Ciências Econômicas,Estrada,Setor de Cardoso,143,Osasco,32292288,5,2000
João,Sampaio,29/12/1972,51,Masculino,Relações Públicas,Alameda,Recanto Castro,332,Sorocaba,88949320,3,3200
Pedro,Fernandes,22/01/1974,50,Masculino,Secretariado,Viela,Pátio Apollo Almeida,85,Campinas,61412290,2,2200
Gabriel,Fonseca,03/12/1993,30,Masculino,Relações Internacionais,Viela,Viaduto Esther Nogueira,66,Santo André,28737628,6,3400
Luciana,Costa,10/02/1999,25,Feminino,Publicidade e Propaganda,Estrada,Trevo Pacheco,88,Ribeirão Preto,83647494,3,2900
Mateus,Nascimento,30/01/1995,29,Masculino,Ciência de Dados e Inteligência Artificial,Estrada,Largo Barros,9,São José dos Campos,44737984,2,2500
Fernanda,Sales,05/06/2005,19,Feminino,Ciências Econômicas,Rua,Jardim de Rios,5,São Paulo,62842894,8,2900
Pedro,Rodrigues,10/04/1986,38,Masculino,Secretariado,Alameda,Setor Aurora da Mota,42,Campinas,33618001,1,2600
Camila,Novaes,28/02/1969,55,Feminino,Relações Públicas,Rua,Jardim de Teixeira,104,Osasco,03121863,10,2400
Fernanda,Cassiano,07/08/1977,47,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Setor Oliveira,963,São José dos Campos,22508579,3,3700
Carlos,Araújo,25/07/1984,40,Masculino,Publicidade e Propaganda,Avenida,Lagoa João Vitor Leão,18,Campinas,56001258,2,3300
Patrícia,Silveira,01/05/1994,30,Feminino,Publicidade e Propaganda,Estrada,Viaduto de Vieira,24,Santo André,48518728,4,3900
João,Mendonça,11/02/1972,52,Masculino,Administração,Avenida,Lago de Oliveira,55,Osasco,97956224,2,3100
Pedro,Gonçalves,09/09/1993,30,Masculino,Secretariado,Viela,Núcleo de Siqueira,50,Campinas,04490838,7,3400
Camila,Andrade,22/09/1997,26,Feminino,Publicidade e Propaganda,Alameda,Sítio Luan Pastor,70,Campinas,25973396,3,2400
José,Azevedo,04/11/1977,46,Masculino,Secretariado,Avenida,Feira da Rosa,390,Osasco,85125066,0,2500
Luciana,Moura,18/01/1978,46,Feminino,Relações Públicas,Rua,Vila Rios,5,Osasco,43206057,1,3500
Beatriz,Rezende,12/02/1981,43,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Praia de Machado,997,Sorocaba,23670530,1,2600
Lucas,Siqueira,21/08/1983,40,Masculino,Administração,Avenida,Quadra Juliana Cirino,74,Osasco,58540418,4,3000
Ana,Machado,09/09/1999,24,Feminino,Ciências Econômicas,Alameda,Viela de Farias,13,Mauá,42127503,5,2500
Carlos,Vieira,03/04/1989,35,Masculino,Administração,Alameda,Ladeira Antônio Souza,53,Santo André,84379884,9,3100
Gabriel,Caldeira,18/06/1977,47,Masculino,Publicidade e Propaganda,Viela,Vale Ana Lívia Camargo,7,Guarulhos,59617982,4,2100
Patrícia,Brito,02/11/1992,31,Feminino,Ciência da Computação,Alameda,Área de Martins,9,Ribeirão Preto,12237379,9,2000
Felipe,Almeida,16/03/2004,20,Masculino,Publicidade e Propaganda,Avenida,Rua de Aparecida,74,São José dos Campos,39687370,8,2800
Maria,Nunes,27/11/1965,58,Feminino,Ciências Contábeis,Avenida,Lago Freitas,949,Mauá,78840290,4,3500
Patrícia,Cassiano,10/12/1976,47,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Morro de Ferreira,167,Campinas,25028041,10,3800
Beatriz,da Paz,17/12/1990,33,Feminino,Relações Internacionais,Viela,Chácara de Marques,50,São Bernardo do Campo,27912830,1,2100
José,da Cunha,09/05/1979,45,Masculino,Relações Públicas,Avenida,Alameda de Abreu,52,Sorocaba,01890638,6,3100
Daniel,da Mata,27/05/1968,56,Masculino,Ciência da Computação,Avenida,Fazenda Nunes,82,São José dos Campos,61869223,7,2600
Pedro,Pires,11/11/2002,21,Masculino,Ciência da Computação,Avenida,Viaduto de Costa,544,Guarulhos,25761105,9,2200
Camila,Montenegro,31/10/1979,44,Feminino,Ciências Econômicas,Alameda,Setor Pedro Lucas Rocha,64,Osasco,72853885,1,3200
Juliana,Fernandes,30/11/2000,23,Feminino,Ciência da Computação,Rua,Sítio de Andrade,250,São José dos Campos,26048794,0,2500
Felipe,Alves,23/07/1974,50,Masculino,Administração,Estrada,Parque Juliana Nogueira,48,Osasco,49521401,8,2800
Mateus,Pastor,06/11/1986,37,Masculino,Ciências Contábeis,Alameda,Distrito Esther Caldeira,43,Sorocaba,46279101,0,3900
Ana,Caldeira,21/01/1975,49,Feminino,Relações Internacionais,Viela,Rua de Casa Grande,2,Sorocaba,74869745,2,2000
Rafael,da Cruz,11/06/1992,32,Masculino,Secretariado,Avenida,Fazenda Samuel Rocha,547,Santo André,78032765,3,2500
Juliana,Moura,17/05/2000,24,Feminino,Ciência da Computação,Rua,Rua Bryan Campos,10,Campinas,89535263,0,3900
Claudia,Guerra,12/10/2001,22,Feminino,Ciência da Computação,Alameda,Lago Costela,95,Guarulhos,80964098,5,3700
Rafael,Sousa,27/05/1985,39,Masculino,Relações Públicas,Viela,Viela de Fonseca,139,São Paulo,69800928,10,2600
Gabriel,Melo,22/11/1981,42,Masculino,Publicidade e Propaganda,Avenida,Praia de Sales,818,São Bernardo do Campo,39955958,0,3200
José,Cavalcanti,03/09/1966,57,Masculino,Secretariado,Estrada,Rodovia de Montenegro,3,São Bernardo do Campo,15129673,2,3300
Gabriel,Gonçalves,23/03/1979,45,Masculino,Ciências Econômicas,Estrada,Viela de das Neves,94,São José dos Campos,10008217,6,2200
Claudia,Borges,23/06/2001,23,Feminino,Ciências Contábeis,Estrada,Esplanada Peixoto,5,Osasco,61850046,5,4000
Patrícia,Melo,07/04/1984,40,Feminino,Ciência da Computação,Viela,Sítio Gabriel Gomes,147,Osasco,97957528,8,2700
Maria,Lopes,11/12/1965,58,Feminino,Administração,Estrada,Quadra de Albuquerque,8,Guarulhos,48442320,2,3600
Juliana,Brito,22/06/1976,48,Feminino,Ciências Contábeis,Alameda,Vereda de da Mota,92,Osasco,58572572,4,2000
João,Macedo,13/01/1979,45,Masculino,Secretariado,Viela,Colônia da Paz,16,Sorocaba,42855544,8,3300
Fernanda,Aragão,27/08/2005,18,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Morro de Souza,469,Campinas,54322422,8,2100
Juliana,da Conceição,03/12/1963,60,Feminino,Secretariado,Estrada,Avenida Moreira,37,Mauá,32990007,1,2400
Daniel,Costela,03/06/1999,25,Masculino,Relações Públicas,Rua,Feira Alves,56,Ribeirão Preto,86871171,10,3000
Gabriel,Moraes,17/02/1995,29,Masculino,Publicidade e Propaganda,Viela,Vila Igor Duarte,47,Ribeirão Preto,83708142,9,2700
Lucas,Araújo,16/06/2003,21,Masculino,Relações Internacionais,Estrada,Estação Henry Casa Grande,8,Guarulhos,37043692,0,3300
João,Cunha,07/09/1992,31,Masculino,Análise e Desenvolvimento de Sistemas,Rua,Estação de Mendonça,20,São Bernardo do Campo,51212250,7,3100
Lucas,Rios,03/08/1990,34,Masculino,Relações Internacionais,Viela,Vereda Pimenta,74,Sorocaba,88618418,5,3600
Maria,Rocha,29/12/2000,23,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Estrada Jade Cardoso,62,Sorocaba,26187234,10,2700
Gabriel,Martins,26/01/1999,25,Masculino,Análise e Desenvolvimento de Sistemas,Viela,Ladeira Ágatha Lima,16,Campinas,01150044,1,2800
Patrícia,Costa,22/04/1971,53,Feminino,Ciências Econômicas,Rua,Aeroporto Carolina Castro,96,São Paulo,30199882,9,3700
Maria,Rezende,13/06/1976,48,Feminino,Administração,Alameda,Feira de Sales,506,Campinas,06154965,0,3300
Beatriz,Rocha,16/03/1994,30,Feminino,Ciências Contábeis,Viela,Esplanada Sales,976,São Paulo,70061715,6,3700
Vanessa,Melo,05/03/1998,26,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Jardim de Sousa,78,Ribeirão Preto,96232726,7,3300
Daniel,Pinto,03/10/1964,59,Masculino,Ciência da Computação,Estrada,Largo Ana Vitória Martins,36,Ribeirão Preto,54231554,8,3700
Maria,Nunes,25/06/1987,37,Feminino,Ciência da Computação,Viela,Pátio Melo,303,Santo André,34644716,0,2500
Lucas,Duarte,06/01/1969,55,Masculino,Relações Internacionais,Rua,Distrito de Rodrigues,46,Ribeirão Preto,51979317,6,2900
Lucas,da Costa,04/03/1989,35,Masculino,Ciência da Computação,Estrada,Vila de Costa,7,Guarulhos,61159642,2,3400
Gabriel,Vasconcelos,13/02/2000,24,Masculino,Relações Internacionais,Avenida,Travessa de Guerra,8,Santo André,43154793,2,3100
Patrícia,Borges,11/03/2003,21,Feminino,Relações Públicas,Avenida,Esplanada de Cirino,48,São Bernardo do Campo,29793198,2,2000
Lucas,Rocha,11/11/1965,58,Masculino,Ciências Contábeis,Rua,Parque Anthony Souza,55,São Bernardo do Campo,13773050,5,2200
Vanessa,Campos,08/02/1985,39,Feminino,Secretariado,Alameda,Estação de Garcia,50,Sorocaba,33171401,4,2000
Carlos,Cassiano,03/04/1991,33,Masculino,Administração,Alameda,Vila Ana Luiza da Paz,5,Campinas,88328896,10,2600
Patrícia,das Neves,10/11/2004,19,Feminino,Ciência da Computação,Avenida,Jardim Milena Marques,317,São Bernardo do Campo,93881166,2,2000
José,Rios,08/01/1987,37,Masculino,Relações Públicas,Avenida,Avenida da Mota,543,Ribeirão Preto,93733948,9,2600
Juliana,Costela,13/08/1995,28,Feminino,Ciências Contábeis,Avenida,Jardim de Pastor,73,Guarulhos,28431937,1,2000
Mateus,Viana,28/07/1999,25,Masculino,Publicidade e Propaganda,Alameda,Área Pastor,96,Santo André,51159016,8,2700
Patrícia,Gomes,18/06/1985,39,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Trevo Vinicius Sales,81,São José dos Campos,32440115,3,2100
Claudia,Marques,05/12/1963,60,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Vila Benicio Costa,96,Osasco,20595962,0,3100
Fernanda,Cavalcante,30/08/1963,60,Feminino,Administração,Viela,Parque de Fogaça,870,Santo André,00014097,9,3600
Mateus,Peixoto,25/04/1998,26,Masculino,Relações Públicas,Avenida,Lagoa Ana Sophia Jesus,68,Sorocaba,61471323,3,2300
Mateus,Siqueira,28/09/1970,53,Masculino,Ciência da Computação,Avenida,Rodovia Fogaça,16,Mauá,13416619,5,2100
Felipe,Sá,28/02/1978,46,Masculino,Secretariado,Viela,Rodovia Bryan Rocha,3,Guarulhos,72423168,0,3800
Felipe,Pacheco,07/03/1995,29,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Loteamento Viana,42,Mauá,79284888,5,3000
Juliana,Sales,10/03/1986,38,Feminino,Ciência da Computação,Viela,Praia Alice Silva,9,Ribeirão Preto,96261809,8,3800
Lucas,Sousa,17/05/1971,53,Masculino,Ciências Econômicas,Avenida,Lago de Vargas,32,Guarulhos,77027604,7,2700
Luciana,Souza,24/07/2003,21,Feminino,Ciências Contábeis,Estrada,Aeroporto Ferreira,50,Santo André,96625915,3,2700
Camila,Rodrigues,22/10/1988,35,Feminino,Ciências Contábeis,Avenida,Feira Olivia Carvalho,351,Ribeirão Preto,08460932,0,2700
João,Pacheco,06/06/1970,54,Masculino,Administração,Alameda,Largo Alves,48,São Bernardo do Campo,72880203,3,2600
Claudia,Fernandes,16/12/1986,37,Feminino,Publicidade e Propaganda,Rua,Vereda de Marques,853,Guarulhos,33528691,4,2600
Patrícia,Silveira,28/11/1985,38,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Vila Luiz Gustavo Viana,602,Santo André,92852274,0,3600
Lucas,Cunha,14/12/1966,57,Masculino,Ciências Contábeis,Viela,Travessa de Macedo,62,Santo André,27717013,3,3700
Patrícia,Carvalho,18/02/1967,57,Feminino,Relações Públicas,Avenida,Ladeira de Pastor,19,Osasco,59425010,9,2600
José,das Neves,19/01/1979,45,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Esplanada Garcia,13,Campinas,77696026,7,3800
José,Carvalho,01/02/1974,50,Masculino,Ciências Contábeis,Estrada,Viela Montenegro,52,Santo André,21545712,7,2500
Mateus,Sousa,13/04/2004,20,Masculino,Publicidade e Propaganda,Viela,Chácara de Rocha,20,Mauá,48572320,6,3800
Juliana,Almeida,30/10/1974,49,Feminino,Ciência da Computação,Avenida,Ladeira de Barbosa,447,Osasco,23420048,8,2400
Lucas,Sousa,17/09/1988,35,Masculino,Ciência da Computação,Rua,Sítio Ravy da Cruz,426,São Bernardo do Campo,12159311,10,2500
Juliana,Rios,17/06/1983,41,Feminino,Publicidade e Propaganda,Rua,Quadra Rhavi Vasconcelos,40,Osasco,31451585,10,3200
Fernanda,Gomes,19/02/2000,24,Feminino,Ciências Econômicas,Viela,Favela Vinícius Pinto,10,Campinas,43613644,9,3900
Claudia,Silva,17/01/1966,58,Feminino,Ciência da Computação,Rua,Esplanada Rezende,16,Osasco,36914447,1,2600
Claudia,Viana,11/04/1990,34,Feminino,Ciências Econômicas,Viela,Passarela Ramos,72,Osasco,89171809,1,3700
Luciana,da Conceição,29/05/1991,33,Feminino,Ciências Econômicas,Estrada,Aeroporto Siqueira,137,Osasco,25924482,8,3100
Claudia,Lopes,07/02/1965,59,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Loteamento Castro,7,Guarulhos,37755650,9,2000
Vanessa,Moraes,27/08/1963,60,Feminino,Secretariado,Alameda,Fazenda Isaac Brito,78,Santo André,36130947,5,2800
Luciana,Marques,23/07/1979,45,Feminino,Publicidade e Propaganda,Estrada,Sítio Pires,35,São José dos Campos,15877124,7,2300
Ana,da Costa,30/03/1970,54,Feminino,Ciências Contábeis,Rua,Vereda Maria Sophia Monteiro,54,São José dos Campos,79761959,3,3800
Daniel,Guerra,12/05/1988,36,Masculino,Publicidade e Propaganda,Estrada,Área de Costela,558,Mauá,37085735,9,3000
Pedro,Fonseca,05/10/1963,60,Masculino,Relações Internacionais,Alameda,Trevo de Novais,433,Campinas,80837209,1,3500
Maria,Moura,17/07/1966,58,Feminino,Administração,Alameda,Trevo Teixeira,49,Ribeirão Preto,88201824,4,3400
Felipe,Sampaio,02/09/2005,18,Masculino,Ciências Contábeis,Estrada,Ladeira Maria Eduarda Albuquerque,9,São José dos Campos,11060759,3,3100
Beatriz,Souza,17/12/1994,29,Feminino,Publicidade e Propaganda,Estrada,Trevo Fogaça,204,São José dos Campos,04207229,2,2200
Mateus,Moura,05/07/2006,18,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Vale Alexandre da Cunha,8,Campinas,85158791,10,2100
Carlos,Mendes,09/02/2003,21,Masculino,Secretariado,Estrada,Distrito de Borges,14,Ribeirão Preto,67444997,5,3800
Gabriel,da Mota,27/06/1973,51,Masculino,Publicidade e Propaganda,Viela,Recanto Vitor Gabriel Vasconcelos,1,São Bernardo do Campo,38385425,8,2600
Claudia,da Mata,20/12/1984,39,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Morro João Vitor Cirino,26,Campinas,94264949,7,3100
Claudia,Viana,27/05/1989,35,Feminino,Publicidade e Propaganda,Rua,Campo Gael Henrique Oliveira,135,Sorocaba,26509463,5,3100
Felipe,Souza,04/12/1980,43,Masculino,Administração,Viela,Fazenda Yan Correia,49,São Bernardo do Campo,59199870,3,3100
Ana,Carvalho,16/05/2000,24,Feminino,Relações Públicas,Avenida,Trecho Ferreira,45,São Bernardo do Campo,04188369,4,3900
José,Rodrigues,09/06/1983,41,Masculino,Administração,Viela,Morro Nathan Sousa,6,Osasco,34113430,8,2400
Maria,Cardoso,25/10/1968,55,Feminino,Ciências Econômicas,Estrada,Feira Azevedo,22,São José dos Campos,49587382,1,3100
Gabriel,Nascimento,07/05/2002,22,Masculino,Ciência da Computação,Rua,Feira de Teixeira,39,São José dos Campos,38425461,7,3900
Vanessa,Monteiro,31/12/2001,22,Feminino,Relações Internacionais,Rua,Área Rezende,97,Santo André,02985502,0,3900
Patrícia,Fogaça,04/08/1975,49,Feminino,Administração,Rua,Colônia Brito,38,São Bernardo do Campo,44320736,5,2700
Mateus,Camargo,29/09/1965,58,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Campo Cirino,12,Santo André,30479358,5,3400
Lucas,da Costa,15/03/1966,58,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Trevo Olívia Brito,97,Campinas,92044665,4,3900
Felipe,Montenegro,23/10/1968,55,Masculino,Relações Internacionais,Rua,Loteamento Otto Carvalho,271,Santo André,59684915,3,2400
Vanessa,Marques,18/09/1967,56,Feminino,Relações Públicas,Estrada,Residencial de Leão,21,Ribeirão Preto,15718838,6,3600
Rafael,Garcia,13/12/1997,26,Masculino,Ciências Contábeis,Avenida,Núcleo Mathias Andrade,3,Campinas,43190006,0,2300
Beatriz,Silveira,16/04/1986,38,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Pátio de Porto,12,Campinas,75584477,0,2600
Rafael,Duarte,09/08/1973,51,Masculino,Relações Públicas,Estrada,Vale Carvalho,59,Santo André,17653808,9,2800
Mateus,Alves,20/04/1967,57,Masculino,Administração,Rua,Condomínio de Cavalcante,61,Sorocaba,83598461,10,3600
Fernanda,Sá,03/02/1969,55,Feminino,Ciências Contábeis,Avenida,Esplanada de Monteiro,60,Mauá,66522503,10,2000
José,Rezende,02/11/1998,25,Masculino,Ciências Contábeis,Rua,Praça Ramos,66,São Paulo,19746200,3,3400
Juliana,Fernandes,12/12/2004,19,Feminino,Relações Internacionais,Alameda,Rua de Teixeira,13,São José dos Campos,89521600,6,3500
José,Azevedo,19/09/1975,48,Masculino,Ciências Contábeis,Avenida,Passarela Ferreira,5,Mauá,66195480,2,3600
Ana,da Costa,29/08/1994,29,Feminino,Relações Públicas,Rua,Campo de Farias,84,Mauá,41716613,8,2000
Mateus,Nogueira,08/01/1985,39,Masculino,Ciência de Dados e Inteligência Artificial,Avenida,Quadra Vinicius Pimenta,8,Guarulhos,10362059,5,2500
Patrícia,da Rocha,17/07/1965,59,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Feira Fogaça,19,Guarulhos,59026422,1,2900
Claudia,Cavalcante,12/03/1993,31,Feminino,Administração,Viela,Vale de Lima,77,São Paulo,45297201,8,3900
Carlos,Pacheco,07/06/1993,31,Masculino,Publicidade e Propaganda,Viela,Chácara de da Cruz,87,Mauá,18958284,3,2700
Rafael,das Neves,24/02/2001,23,Masculino,Ciências Econômicas,Viela,Favela Isabelly Ferreira,83,Mauá,13143613,8,3600
Rafael,Ferreira,08/05/1998,26,Masculino,Relações Internacionais,Avenida,Rua Luiz Miguel Siqueira,255,Guarulhos,82679528,7,2700
Claudia,Rodrigues,20/08/1963,60,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Loteamento Vieira,32,São José dos Campos,58849982,2,2000
Camila,Pimenta,22/04/2001,23,Feminino,Publicidade e Propaganda,Alameda,Aeroporto de Barbosa,337,São José dos Campos,24960165,9,2300
Luciana,Vasconcelos,28/11/1995,28,Feminino,Relações Internacionais,Viela,Rua Fonseca,91,São José dos Campos,70722547,10,3700
Claudia,Araújo,19/05/1973,51,Feminino,Publicidade e Propaganda,Viela,Pátio Monteiro,9,Ribeirão Preto,16284777,5,3500
Juliana,Araújo,26/10/1971,52,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Travessa Macedo,92,Sorocaba,16554466,10,3600
Maria,Macedo,18/01/1992,32,Feminino,Relações Públicas,Alameda,Esplanada Peixoto,39,Guarulhos,76626456,8,4000
Camila,Rios,29/09/1986,37,Feminino,Ciência da Computação,Avenida,Praia de Moura,8,São Paulo,88009377,6,2700
Luciana,Porto,26/07/2004,20,Feminino,Ciência da Computação,Estrada,Estação Cirino,936,São Bernardo do Campo,15221048,9,2800
Maria,Teixeira,25/01/1974,50,Feminino,Ciência da Computação,Viela,Trevo Maysa Siqueira,659,Osasco,18510024,7,3600
Juliana,Borges,29/07/2004,20,Feminino,Administração,Estrada,Lago Almeida,41,São Paulo,28555810,6,2200
Pedro,Melo,10/03/1996,28,Masculino,Administração,Rua,Quadra Lara Sales,46,São Bernardo do Campo,23093677,8,3000
Claudia,Siqueira,28/12/1990,33,Feminino,Ciência da Computação,Rua,Fazenda de Casa Grande,4,Santo André,29631423,8,3800
Gabriel,Silva,07/10/1963,60,Masculino,Secretariado,Alameda,Esplanada da Luz,14,São José dos Campos,20487215,8,3100
Lucas,Barbosa,11/04/1992,32,Masculino,Ciência da Computação,Estrada,Viela de Andrade,21,São José dos Campos,89045544,7,2800
Lucas,Borges,18/04/2000,24,Masculino,Ciência da Computação,Avenida,Rua Melina Cassiano,66,Guarulhos,82345813,4,2100
Maria,Cavalcante,17/09/1972,51,Feminino,Relações Públicas,Avenida,Morro de Souza,72,São Bernardo do Campo,61324236,3,3200
Rafael,Camargo,20/02/1986,38,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Rodovia Ferreira,29,Santo André,37432149,9,3400
Fernanda,da Cunha,09/11/1966,57,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Quadra de da Cunha,5,Santo André,14574497,3,2700
Daniel,Farias,03/04/2000,24,Masculino,Análise e Desenvolvimento de Sistemas,Viela,Estação da Luz,10,Ribeirão Preto,01744389,2,2200
Juliana,Guerra,12/10/1977,46,Feminino,Ciências Econômicas,Alameda,Feira Fernandes,73,Campinas,31843233,10,3800
José,Cavalcante,21/06/1997,27,Masculino,Análise e Desenvolvimento de Sistemas,Rua,Feira Luiz Henrique Moura,60,Santo André,09061390,2,4000
Daniel,da Paz,16/09/1995,28,Masculino,Ciências Econômicas,Alameda,Estrada Juliana Ferreira,9,Sorocaba,03587297,8,3800
Carlos,Carvalho,28/03/1966,58,Masculino,Ciências Contábeis,Avenida,Estação da Mota,2,São Bernardo do Campo,70560384,7,2200
Vanessa,Albuquerque,29/03/1968,56,Feminino,Relações Públicas,Rua,Ladeira Mendonça,87,Santo André,92601197,1,3600
Vanessa,da Costa,22/12/1976,47,Feminino,Publicidade e Propaganda,Rua,Estação Beatriz Pires,301,São José dos Campos,12316677,6,2100
Claudia,Marques,17/12/1998,25,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Campo de Nunes,22,Guarulhos,27615211,2,3100
Luciana,Casa Grande,10/01/2003,21,Feminino,Administração,Rua,Estrada Amanda Martins,5,São Bernardo do Campo,97814560,4,3600
Claudia,Gonçalves,03/09/1990,33,Feminino,Ciência da Computação,Rua,Rodovia Vieira,13,Guarulhos,66799731,4,2700
José,Almeida,14/05/1973,51,Masculino,Secretariado,Estrada,Aeroporto Santos,81,Sorocaba,87633418,0,2400
Mateus,Abreu,29/06/1996,28,Masculino,Relações Públicas,Rua,Fazenda de Correia,2,São José dos Campos,81743557,9,2000
Rafael,Sales,10/06/1980,44,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Condomínio de Moreira,244,São José dos Campos,99196759,4,2200
Claudia,Pires,28/01/1993,31,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Feira Moura,179,São Paulo,88069535,6,2900
